mesh_id	mesh_term	drug_name	p_count	c_count
D019964	Mood Disorders	sb-269970	1	0
D019964	Mood Disorders	chlordiazepoxide	1	0
D019964	Mood Disorders	methylphenidate	1	1
D019964	Mood Disorders	ketanserin	1	0
D019964	Mood Disorders	3-bromocytisine	1	0
D019964	Mood Disorders	cp-601932	1	0
D019964	Mood Disorders	varenicline	1	0
D019964	Mood Disorders	cp-601927	1	0
D019964	Mood Disorders	bi-2a7	1	0
D019964	Mood Disorders	bi-11a7	1	0
D019964	Mood Disorders	1-ebio	1	0
D019964	Mood Disorders	cyppa	1	0
D019964	Mood Disorders	ketamine	2	1
D019964	Mood Disorders	paroxetine	1	0
D019964	Mood Disorders	compound 9	1	0
D019964	Mood Disorders	valproate	1	1
D019964	Mood Disorders	jnj-18038683	1	0
D019964	Mood Disorders	8-oh-dpat	1	0
D019964	Mood Disorders	estradiol	1	0
D019964	Mood Disorders	fadrozole	1	0
D019964	Mood Disorders	testosterone	1	1
D019964	Mood Disorders	sb242084	1	0
D019964	Mood Disorders	jzl184	1	0
D019964	Mood Disorders	pf-3845	1	0
D019964	Mood Disorders	jzl195	1	0
D019964	Mood Disorders	5-meo-dmt	1	0
D019964	Mood Disorders	s-ketamine	1	0
D019964	Mood Disorders	rapastinel	1	0
D019964	Mood Disorders	phencyclidine	1	0
D019964	Mood Disorders	as19	1	0
D019964	Mood Disorders	muscimol	1	0
D019964	Mood Disorders	way100635	1	0
D019964	Mood Disorders	lurasidone	1	1
D019964	Mood Disorders	mk801	1	0
D019964	Mood Disorders	sb269970	1	0
D019964	Mood Disorders	progesterone	1	0
D019964	Mood Disorders	etanercept	1	0
D019964	Mood Disorders	lumiracoxib	1	0
D019964	Mood Disorders	gl-ii-73	1	0
D019964	Mood Disorders	cno	1	0
D019964	Mood Disorders	7,8-dihydroxyflavone	1	0
D019964	Mood Disorders	1-(2,5-dimethoxy-4-iodophenyl)-2-aminopropane	1	0
D019964	Mood Disorders	lysergic acid diethylamide	1	0
D019964	Mood Disorders	am281	1	0
D019964	Mood Disorders	gw6471	1	0
D019964	Mood Disorders	dicoumarol	1	0
D019964	Mood Disorders	cobalt protoporphyrin ix	1	0
D019964	Mood Disorders	glibenclamide	1	0
D019964	Mood Disorders	snpp	1	0
D019964	Mood Disorders	pterostilbene	1	0
D019964	Mood Disorders	dexamethasone	1	0
D019964	Mood Disorders	resveratrol	1	0
D019964	Mood Disorders	mirtazapine	1	0
D019965	Neurocognitive Disorders	hu308	1	0
D019965	Neurocognitive Disorders	pha-543613	2	0
D019965	Neurocognitive Disorders	antiretroviral	1	0
D019965	Neurocognitive Disorders	minocycline	3	0
D019965	Neurocognitive Disorders	licl	1	0
D019965	Neurocognitive Disorders	insulin-like growth factor i	1	0
D019965	Neurocognitive Disorders	erythropoietin	1	0
D019965	Neurocognitive Disorders	fluconazole	1	0
D019965	Neurocognitive Disorders	paroxetine	1	0
D019965	Neurocognitive Disorders	ccl5	1	0
D019965	Neurocognitive Disorders	morphine	1	0
D019965	Neurocognitive Disorders	fk506	1	0
D019965	Neurocognitive Disorders	tenofovir	1	0
D019965	Neurocognitive Disorders	ruxolitinib	1	0
D019965	Neurocognitive Disorders	propofol	1	0
D019965	Neurocognitive Disorders	dexamethasone	2	0
D019965	Neurocognitive Disorders	6-cl-ddg	1	0
D019965	Neurocognitive Disorders	wp1066	1	0
D019965	Neurocognitive Disorders	ag490	1	0
D019965	Neurocognitive Disorders	dexmedetomidine	2	0
D019965	Neurocognitive Disorders	atipamezole	1	0
D019965	Neurocognitive Disorders	sunitinib	1	0
D019965	Neurocognitive Disorders	13b	1	0
D019965	Neurocognitive Disorders	14	1	0
D019965	Neurocognitive Disorders	cocaine	1	0
D019965	Neurocognitive Disorders	bd1047 dihydrobromide	1	0
D019965	Neurocognitive Disorders	17beta-estradiol	1	0
D019965	Neurocognitive Disorders	pnu-120596	2	0
D019965	Neurocognitive Disorders	ns-1738	1	0
D019965	Neurocognitive Disorders	gaba	1	0
D019965	Neurocognitive Disorders	cxcl12	1	0
D019965	Neurocognitive Disorders	nsc23766	1	0
D019965	Neurocognitive Disorders	tmp	1	0
D019965	Neurocognitive Disorders	tenofovir disoproxil fumarate	2	1
D019965	Neurocognitive Disorders	n-acetylcysteine	1	0
D019965	Neurocognitive Disorders	dolutegravir	1	0
D019965	Neurocognitive Disorders	yohimbine	1	0
D019965	Neurocognitive Disorders	cobicistat	1	0
D019965	Neurocognitive Disorders	elvitegravir	1	0
D019965	Neurocognitive Disorders	bpn14770	1	0
D019965	Neurocognitive Disorders	s-equol	1	0
D019965	Neurocognitive Disorders	ss-31	1	0
D019965	Neurocognitive Disorders	jhu083	1	0
D019965	Neurocognitive Disorders	6-diazo-5-oxo-l-norleucine	1	0
D019965	Neurocognitive Disorders	mjn110	1	0
D019965	Neurocognitive Disorders	buprenorphine	1	0
D019965	Neurocognitive Disorders	lm11a-31	1	0
D019965	Neurocognitive Disorders	sb239063	1	0
D019965	Neurocognitive Disorders	am630	1	0
D019965	Neurocognitive Disorders	pf3845	1	0
D019965	Neurocognitive Disorders	sr141716a	1	0
D019965	Neurocognitive Disorders	ivermectin	1	0
D019965	Neurocognitive Disorders	met	1	0
D019965	Neurocognitive Disorders	pea-oxa	1	0
D019965	Neurocognitive Disorders	palmitoylethanolamide	1	0
D019965	Neurocognitive Disorders	c21	1	0
D019966	Substance-Related Disorders	oxytocin	6	1
D019966	Substance-Related Disorders	methamphetamine	3	1
D019966	Substance-Related Disorders	a438079	1	0
D019966	Substance-Related Disorders	sarcosine	1	0
D019966	Substance-Related Disorders	d-serine	1	0
D019966	Substance-Related Disorders	melatonin	1	0
D019966	Substance-Related Disorders	cyprodime	2	0
D019966	Substance-Related Disorders	naltrindole	1	0
D019966	Substance-Related Disorders	cym51010	1	0
D019966	Substance-Related Disorders	snc80	1	0
D019966	Substance-Related Disorders	morphine	9	1
D019966	Substance-Related Disorders	roxadustat	1	0
D019966	Substance-Related Disorders	vadadustat	1	0
D019966	Substance-Related Disorders	deferiprone	1	0
D019966	Substance-Related Disorders	jmv2959	3	0
D019966	Substance-Related Disorders	nalfurafine hydrochloride	1	0
D019966	Substance-Related Disorders	np-5497-ka	1	0
D019966	Substance-Related Disorders	isrib	1	0
D019966	Substance-Related Disorders	benserazide	1	0
D019966	Substance-Related Disorders	l-dopa	1	0
D019966	Substance-Related Disorders	methylphenidate	2	1
D019966	Substance-Related Disorders	atosiban	2	0
D019966	Substance-Related Disorders	n-acetylcysteine	4	0
D019966	Substance-Related Disorders	13a	1	0
D019966	Substance-Related Disorders	13e	1	0
D019966	Substance-Related Disorders	cariprazine	1	0
D019966	Substance-Related Disorders	d-mannitol	1	0
D019966	Substance-Related Disorders	lactated ringer's solution	1	0
D019966	Substance-Related Disorders	l-lactate	1	0
D019966	Substance-Related Disorders	ghb	2	0
D019966	Substance-Related Disorders	mecamylamine	1	0
D019966	Substance-Related Disorders	alpha-conotoxin auib	1	0
D019966	Substance-Related Disorders	r121919	1	0
D019966	Substance-Related Disorders	mjl-1-109-2	1	0
D019966	Substance-Related Disorders	3-cyano-n-(1,3-diphenyl-1h-pyrazol-5-yl)benzamide	1	0
D019966	Substance-Related Disorders	mk-801	2	0
D019966	Substance-Related Disorders	mtep	2	0
D019966	Substance-Related Disorders	msx-3	2	0
D019966	Substance-Related Disorders	kw-6002	1	0
D019966	Substance-Related Disorders	sch-442416	1	0
D019966	Substance-Related Disorders	zm-241385	1	0
D019966	Substance-Related Disorders	sch-420814	1	0
D019966	Substance-Related Disorders	sch-58261	1	0
D019966	Substance-Related Disorders	3-cyano-n-(1,3-diphenyl-1h-pyrazol-5-yl) benzamide	1	0
D019966	Substance-Related Disorders	baclofen	7	1
D019966	Substance-Related Disorders	modafinil	2	0
D019966	Substance-Related Disorders	sch 23390	1	0
D019966	Substance-Related Disorders	trichostatin a	1	0
D019966	Substance-Related Disorders	phenylbutyrate	1	0
D019966	Substance-Related Disorders	norbni	1	0
D019966	Substance-Related Disorders	cdppb	1	0
D019966	Substance-Related Disorders	adx47273	2	0
D019966	Substance-Related Disorders	fenobam	1	0
D019966	Substance-Related Disorders	levo-tetrahydropalmatine	1	0
D019966	Substance-Related Disorders	naloxone	3	1
D019966	Substance-Related Disorders	u50,488	4	0
D019966	Substance-Related Disorders	naloxone methiodide	1	0
D019966	Substance-Related Disorders	nor-binaltorphimine	1	0
D019966	Substance-Related Disorders	ly379268	3	0
D019966	Substance-Related Disorders	2-methyl-6-(phenylethynyl)-pyridine	1	0
D019966	Substance-Related Disorders	jnj16259685	1	0
D019966	Substance-Related Disorders	3-[(2-methyl-1,3-thiazol-4-yl)ethynyl]pyridine	1	0
D019966	Substance-Related Disorders	18-mc	1	0
D019966	Substance-Related Disorders	valproic acid	2	0
D019966	Substance-Related Disorders	sb 216763	1	0
D019966	Substance-Related Disorders	nociceptin/orphanin fq	1	0
D019966	Substance-Related Disorders	sb612111	1	0
D019966	Substance-Related Disorders	nalbuphine	1	0
D019966	Substance-Related Disorders	cocaine	9	0
D019966	Substance-Related Disorders	nor-bni	1	0
D019966	Substance-Related Disorders	chlordiazepoxide	1	0
D019966	Substance-Related Disorders	bhf177	1	0
D019966	Substance-Related Disorders	amphetamine	3	0
D019966	Substance-Related Disorders	exendin-4	3	1
D019966	Substance-Related Disorders	muscimol	1	0
D019966	Substance-Related Disorders	ap-5	1	0
D019966	Substance-Related Disorders	galnon	1	0
D019966	Substance-Related Disorders	norbinaltorphimine	1	0
D019966	Substance-Related Disorders	nicotine	5	1
D019966	Substance-Related Disorders	cj-15,208	1	0
D019966	Substance-Related Disorders	haloperidol	1	1
D019966	Substance-Related Disorders	buspirone	1	1
D019966	Substance-Related Disorders	pd149163	2	0
D019966	Substance-Related Disorders	naltrexone	3	1
D019966	Substance-Related Disorders	buprenorphine	2	1
D019966	Substance-Related Disorders	pentobarbital	1	0
D019966	Substance-Related Disorders	fendiline	1	0
D019966	Substance-Related Disorders	ro5263397	3	0
D019966	Substance-Related Disorders	ly-379268	1	0
D019966	Substance-Related Disorders	cholecystokinin	1	0
D019966	Substance-Related Disorders	capsaicin	1	0
D019966	Substance-Related Disorders	org 27569	1	0
D019966	Substance-Related Disorders	sr141716a	1	0
D019966	Substance-Related Disorders	allopregnanolone	1	0
D019966	Substance-Related Disorders	butorphanol	1	0
D019966	Substance-Related Disorders	j-113397	1	0
D019966	Substance-Related Disorders	sch221510	1	0
D019966	Substance-Related Disorders	36	1	0
D019966	Substance-Related Disorders	u69,593	1	0
D019966	Substance-Related Disorders	24	1	0
D019966	Substance-Related Disorders	2	1	0
D019966	Substance-Related Disorders	d-amphetamine	1	0
D019966	Substance-Related Disorders	nab	1	0
D019966	Substance-Related Disorders	domperidone	1	0
D019966	Substance-Related Disorders	ar-c155858	1	0
D019966	Substance-Related Disorders	fluvoxamine	1	1
D019966	Substance-Related Disorders	varenicline	3	1
D019966	Substance-Related Disorders	azd8529	1	0
D019966	Substance-Related Disorders	ceftriaxone	2	0
D019966	Substance-Related Disorders	ketamine	2	1
D019966	Substance-Related Disorders	isradipine	1	0
D019966	Substance-Related Disorders	blebbistatin	3	0
D019966	Substance-Related Disorders	ro15-4513	1	0
D019966	Substance-Related Disorders	flumazenil	1	0
D019966	Substance-Related Disorders	d-methamphetamine	1	0
D019966	Substance-Related Disorders	diazepam	1	0
D019966	Substance-Related Disorders	toluene	1	0
D019966	Substance-Related Disorders	aripiprazole	1	1
D019966	Substance-Related Disorders	quinpirole	1	0
D019966	Substance-Related Disorders	atomoxetine	1	1
D019966	Substance-Related Disorders	pro	1	0
D019966	Substance-Related Disorders	compound 32	1	0
D019966	Substance-Related Disorders	d-cycloserine	1	0
D019966	Substance-Related Disorders	2-methyl-6-(phenylethynyl)pyridine	1	0
D019966	Substance-Related Disorders	alcohol	1	1
D019966	Substance-Related Disorders	vehicle	1	0
D019966	Substance-Related Disorders	progesterone	1	0
D019966	Substance-Related Disorders	2-pmpa	1	0
D019966	Substance-Related Disorders	n-acetylaspartylglutamate	1	0
D019966	Substance-Related Disorders	ly341495	1	0
D019966	Substance-Related Disorders	yqa14	1	0
D019966	Substance-Related Disorders	sb-277011a	1	0
D019966	Substance-Related Disorders	ibogaine	1	0
D019966	Substance-Related Disorders	zolmitriptan	1	0
D019966	Substance-Related Disorders	siramesine	1	0
D019966	Substance-Related Disorders	bd 1063	1	0
D019966	Substance-Related Disorders	suvorexant	1	0
D019966	Substance-Related Disorders	rhynchophylline	1	0
D019966	Substance-Related Disorders	cpg	1	0
D019966	Substance-Related Disorders	alum	2	0
D019966	Substance-Related Disorders	yohimbine	1	0
D019966	Substance-Related Disorders	kw6002	1	0
D019966	Substance-Related Disorders	dpcpx	1	0
D019966	Substance-Related Disorders	ro4917523	1	0
D019966	Substance-Related Disorders	mk801	1	0
D019966	Substance-Related Disorders	bupropion	4	1
D019966	Substance-Related Disorders	pt150	2	0
D019966	Substance-Related Disorders	bpha	1	0
D019966	Substance-Related Disorders	ly2444296	1	0
D019966	Substance-Related Disorders	sb-334867	2	0
D019966	Substance-Related Disorders	indomethacin	1	0
D019966	Substance-Related Disorders	ampicillin/sulbactam	1	0
D019966	Substance-Related Disorders	lorcaserin	1	0
D019966	Substance-Related Disorders	rgfp966	1	0
D019966	Substance-Related Disorders	ac3174	1	0
D019966	Substance-Related Disorders	liraglutide	1	0
D019966	Substance-Related Disorders	tropisetron	1	0
D019966	Substance-Related Disorders	ly-2456302	1	0
D019966	Substance-Related Disorders	jdtic	1	0
D019966	Substance-Related Disorders	berberine	1	0
D019966	Substance-Related Disorders	sinomenine	1	0
D019966	Substance-Related Disorders	sbi-553	1	0
D019966	Substance-Related Disorders	ghrelin	1	0
D019966	Substance-Related Disorders	21	1	0
D019966	Substance-Related Disorders	1	1	0
D019966	Substance-Related Disorders	16	1	0
D019966	Substance-Related Disorders	eticlopride	1	0
D019966	Substance-Related Disorders	cgs21680	1	0
D019966	Substance-Related Disorders	rapamycin	1	0
D019966	Substance-Related Disorders	pregabalin	1	0
D019966	Substance-Related Disorders	jjc8-091	1	0
D019966	Substance-Related Disorders	jjc8-016	1	0
D019966	Substance-Related Disorders	jjc8-088	1	0
D019966	Substance-Related Disorders	heroin	1	0
D019966	Substance-Related Disorders	phenmetrazine	1	0
D019966	Substance-Related Disorders	lobinaline	1	0
D019966	Substance-Related Disorders	jq1	2	0
D019966	Substance-Related Disorders	antalarmin	1	0
D019966	Substance-Related Disorders	ru486	1	0
D019966	Substance-Related Disorders	antisauvagine 30	1	0
D019966	Substance-Related Disorders	rosiglitazone	1	0
D019966	Substance-Related Disorders	cannabidiol	2	2
D019966	Substance-Related Disorders	rvx-208	1	0
D019966	Substance-Related Disorders	cannabidiolic acid	1	0
D019966	Substance-Related Disorders	glial cell-derived neurotrophic factor	1	0
D019966	Substance-Related Disorders	microbubbles	1	0
D019966	Substance-Related Disorders	normal saline	1	0
D019966	Substance-Related Disorders	3b	1	0
D019966	Substance-Related Disorders	14c	1	0
D019966	Substance-Related Disorders	14a	1	0
D019969	Amphetamine-Related Disorders	ceftriaxone	2	0
D019969	Amphetamine-Related Disorders	amphetamine	2	0
D019969	Amphetamine-Related Disorders	methanandamide	1	0
D019969	Amphetamine-Related Disorders	naltrexone	1	1
D019969	Amphetamine-Related Disorders	neuromedin u	1	0
D019969	Amphetamine-Related Disorders	enzastaurin	2	0
D019969	Amphetamine-Related Disorders	ruboxistaurin	1	0
D019969	Amphetamine-Related Disorders	saline	1	0
D019969	Amphetamine-Related Disorders	6c	1	0
D019970	Cocaine-Related Disorders	salvinorin a	1	0
D019970	Cocaine-Related Disorders	nalorphine	1	0
D019970	Cocaine-Related Disorders	u50,488	4	0
D019970	Cocaine-Related Disorders	u69,593	2	0
D019970	Cocaine-Related Disorders	norbinaltorphimine	2	0
D019970	Cocaine-Related Disorders	sb-277011-a	2	0
D019970	Cocaine-Related Disorders	cj-15,208	1	0
D019970	Cocaine-Related Disorders	snc-80	2	0
D019970	Cocaine-Related Disorders	morphine	2	0
D019970	Cocaine-Related Disorders	cocaine	49	2
D019970	Cocaine-Related Disorders	urb597	3	0
D019970	Cocaine-Related Disorders	oxazepam	1	0
D019970	Cocaine-Related Disorders	metyrapone	1	0
D019970	Cocaine-Related Disorders	rti-112	2	0
D019970	Cocaine-Related Disorders	rti-113	2	0
D019970	Cocaine-Related Disorders	d-cycloserine	4	1
D019970	Cocaine-Related Disorders	cdppb	1	0
D019970	Cocaine-Related Disorders	mpep	2	0
D019970	Cocaine-Related Disorders	n-acetylcysteine	7	1
D019970	Cocaine-Related Disorders	progesterone	1	1
D019970	Cocaine-Related Disorders	sr141716a	3	0
D019970	Cocaine-Related Disorders	18-mc	1	0
D019970	Cocaine-Related Disorders	sb 216763	2	0
D019970	Cocaine-Related Disorders	valproate	1	1
D019970	Cocaine-Related Disorders	olanzapine	1	0
D019970	Cocaine-Related Disorders	d-amphetamine	12	1
D019970	Cocaine-Related Disorders	ceftriaxone	11	0
D019970	Cocaine-Related Disorders	saline	6	1
D019970	Cocaine-Related Disorders	nor-bni	3	0
D019970	Cocaine-Related Disorders	naltrexone	3	3
D019970	Cocaine-Related Disorders	d-serine	3	0
D019970	Cocaine-Related Disorders	ly379268	5	0
D019970	Cocaine-Related Disorders	cjb 090	1	0
D019970	Cocaine-Related Disorders	cgs 21680	3	0
D019970	Cocaine-Related Disorders	rimonabant	3	0
D019970	Cocaine-Related Disorders	sch 23390	1	0
D019970	Cocaine-Related Disorders	2-pmpa	1	0
D019970	Cocaine-Related Disorders	n-acetylaspartylglutamate	1	0
D019970	Cocaine-Related Disorders	sodium butyrate	2	0
D019970	Cocaine-Related Disorders	ly341495	3	0
D019970	Cocaine-Related Disorders	gpi-5693	1	0
D019970	Cocaine-Related Disorders	gpi-16477	1	0
D019970	Cocaine-Related Disorders	gpi-16476	1	0
D019970	Cocaine-Related Disorders	y	1	0
D019970	Cocaine-Related Disorders	a	1	0
D019970	Cocaine-Related Disorders	cocaine esterase	1	0
D019970	Cocaine-Related Disorders	aripiprazole	1	1
D019970	Cocaine-Related Disorders	mtep	5	0
D019970	Cocaine-Related Disorders	cp94253	3	0
D019970	Cocaine-Related Disorders	fluoxetine	4	0
D019970	Cocaine-Related Disorders	8-oh-dpat	1	0
D019970	Cocaine-Related Disorders	enadoline	1	0
D019970	Cocaine-Related Disorders	citalopram	2	1
D019970	Cocaine-Related Disorders	spiradoline	2	0
D019970	Cocaine-Related Disorders	jdtic	1	0
D019970	Cocaine-Related Disorders	rti-194	1	0
D019970	Cocaine-Related Disorders	rti-230	1	0
D019970	Cocaine-Related Disorders	rti-212	1	0
D019970	Cocaine-Related Disorders	sb-334867	5	0
D019970	Cocaine-Related Disorders	methadone	2	1
D019970	Cocaine-Related Disorders	6-(4-methoxyphenyl)-5-methyl-3-(4-pyridinyl)-isoxazolo[4,5-c]pyridin-4(5h)-one hydrochloride	1	0
D019970	Cocaine-Related Disorders	amn082	2	0
D019970	Cocaine-Related Disorders	levo-tetrahydropalmatine	2	0
D019970	Cocaine-Related Disorders	minocycline	1	0
D019970	Cocaine-Related Disorders	sal a	3	0
D019970	Cocaine-Related Disorders	u50488h	1	0
D019970	Cocaine-Related Disorders	u69593	1	0
D019970	Cocaine-Related Disorders	n-acetyl cysteine	1	0
D019970	Cocaine-Related Disorders	sb242084	1	0
D019970	Cocaine-Related Disorders	quinpirole	2	0
D019970	Cocaine-Related Disorders	eticlopride	2	0
D019970	Cocaine-Related Disorders	skf-38393	1	0
D019970	Cocaine-Related Disorders	7-oh-dpat	1	0
D019970	Cocaine-Related Disorders	m100907	4	0
D019970	Cocaine-Related Disorders	3-cyano-n-(1,3-diphenyl-1h-pyrazol-5-yl)benzamide	1	0
D019970	Cocaine-Related Disorders	cytisine	1	0
D019970	Cocaine-Related Disorders	jwh133	1	0
D019970	Cocaine-Related Disorders	am630	3	0
D019970	Cocaine-Related Disorders	gw405833	1	0
D019970	Cocaine-Related Disorders	cp 154,526	1	0
D019970	Cocaine-Related Disorders	cp-154,526	1	0
D019970	Cocaine-Related Disorders	guanfacine	1	1
D019970	Cocaine-Related Disorders	antalarmin	1	0
D019970	Cocaine-Related Disorders	prazosin	1	0
D019970	Cocaine-Related Disorders	propranolol	2	1
D019970	Cocaine-Related Disorders	clonidine	3	0
D019970	Cocaine-Related Disorders	moxonidine	1	0
D019970	Cocaine-Related Disorders	rs-79948	1	0
D019970	Cocaine-Related Disorders	baclofen	1	0
D019970	Cocaine-Related Disorders	rti-177	1	0
D019970	Cocaine-Related Disorders	gbr 12909	1	0
D019970	Cocaine-Related Disorders	rti-336	2	0
D019970	Cocaine-Related Disorders	vigabatrin	1	1
D019970	Cocaine-Related Disorders	cpp-115	1	0
D019970	Cocaine-Related Disorders	gyki 52466	1	0
D019970	Cocaine-Related Disorders	ro4543338	1	0
D019970	Cocaine-Related Disorders	estradiol	1	0
D019970	Cocaine-Related Disorders	salvianolic acid a	1	0
D019970	Cocaine-Related Disorders	cocaine hydrolase	5	0
D019970	Cocaine-Related Disorders	xanomeline	3	0
D019970	Cocaine-Related Disorders	77-lh-28-1	1	0
D019970	Cocaine-Related Disorders	benzylquinolone carboxylic acid	1	0
D019970	Cocaine-Related Disorders	vu0357017	2	0
D019970	Cocaine-Related Disorders	diphenylpyraline hydrochloride	1	0
D019970	Cocaine-Related Disorders	vac	1	0
D019970	Cocaine-Related Disorders	iso-ompa	1	0
D019970	Cocaine-Related Disorders	msx-3	1	0
D019970	Cocaine-Related Disorders	abt-702	1	0
D019970	Cocaine-Related Disorders	dcf	1	0
D019970	Cocaine-Related Disorders	dpcpx	1	0
D019970	Cocaine-Related Disorders	cpa	1	0
D019970	Cocaine-Related Disorders	buprenorphine	1	1
D019970	Cocaine-Related Disorders	napthylisopropylamine	1	0
D019970	Cocaine-Related Disorders	fenfluramine	2	0
D019970	Cocaine-Related Disorders	phenmetrazine	4	0
D019970	Cocaine-Related Disorders	m-fluoroamphetamine	1	0
D019970	Cocaine-Related Disorders	methamphetamine	1	0
D019970	Cocaine-Related Disorders	rti-118	2	0
D019970	Cocaine-Related Disorders	sha-68	1	0
D019970	Cocaine-Related Disorders	rapamycin	1	0
D019970	Cocaine-Related Disorders	sb-277011a	1	0
D019970	Cocaine-Related Disorders	ro 60-0175	2	0
D019970	Cocaine-Related Disorders	ab	1	0
D019970	Cocaine-Related Disorders	pnu-282987	1	0
D019970	Cocaine-Related Disorders	nicotine	1	0
D019970	Cocaine-Related Disorders	varenicline	1	1
D019970	Cocaine-Related Disorders	ms-275	1	0
D019970	Cocaine-Related Disorders	(+)-phendimetrazine	3	0
D019970	Cocaine-Related Disorders	ketamine	1	0
D019970	Cocaine-Related Disorders	buspirone	3	1
D019970	Cocaine-Related Disorders	pg01037	2	0
D019970	Cocaine-Related Disorders	ac927	1	0
D019970	Cocaine-Related Disorders	s33138	1	0
D019970	Cocaine-Related Disorders	cm156	1	0
D019970	Cocaine-Related Disorders	yqa14	2	0
D019970	Cocaine-Related Disorders	yohimbine	1	1
D019970	Cocaine-Related Disorders	allopregnanolone	1	0
D019970	Cocaine-Related Disorders	lofexidine	1	1
D019970	Cocaine-Related Disorders	haloperidol	1	0
D019970	Cocaine-Related Disorders	vu0152100	3	0
D019970	Cocaine-Related Disorders	mk-801	1	0
D019970	Cocaine-Related Disorders	memantine	2	1
D019970	Cocaine-Related Disorders	mfz 10-7	1	0
D019970	Cocaine-Related Disorders	l-isocorypalmine	1	0
D019970	Cocaine-Related Disorders	l-tetrahydropalmatine	1	0
D019970	Cocaine-Related Disorders	ro67-7476	1	0
D019970	Cocaine-Related Disorders	dhpg	1	0
D019970	Cocaine-Related Disorders	sb334867	1	0
D019970	Cocaine-Related Disorders	sb 216641	1	0
D019970	Cocaine-Related Disorders	ru 24969	1	0
D019970	Cocaine-Related Disorders	gr 127935	1	0
D019970	Cocaine-Related Disorders	sb 224289	1	0
D019970	Cocaine-Related Disorders	coc	1	0
D019970	Cocaine-Related Disorders	bina	1	0
D019970	Cocaine-Related Disorders	amphetamine	2	1
D019970	Cocaine-Related Disorders	doxazosin	1	1
D019970	Cocaine-Related Disorders	pal-571	1	0
D019970	Cocaine-Related Disorders	pal-287	1	0
D019970	Cocaine-Related Disorders	8-cyclopentyl-1,3-dipropylxanthine	1	0
D019970	Cocaine-Related Disorders	sch 442416	2	0
D019970	Cocaine-Related Disorders	nt69l	1	0
D019970	Cocaine-Related Disorders	mifepristone	1	1
D019970	Cocaine-Related Disorders	methylenedioxypyrovalerone	1	0
D019970	Cocaine-Related Disorders	quetiapine	1	1
D019970	Cocaine-Related Disorders	galnon	1	0
D019970	Cocaine-Related Disorders	atoquinol	1	0
D019970	Cocaine-Related Disorders	anisomycin	1	0
D019970	Cocaine-Related Disorders	jnj16259685	1	0
D019970	Cocaine-Related Disorders	raclopride	2	0
D019970	Cocaine-Related Disorders	kw 6002	2	0
D019970	Cocaine-Related Disorders	cgs21680	1	0
D019970	Cocaine-Related Disorders	sch 58261	2	0
D019970	Cocaine-Related Disorders	cannabidiol	1	0
D019970	Cocaine-Related Disorders	lisdexamfetamine	1	1
D019970	Cocaine-Related Disorders	tacrine	2	0
D019970	Cocaine-Related Disorders	ahn 1-055	1	0
D019970	Cocaine-Related Disorders	methylphenidate	2	1
D019970	Cocaine-Related Disorders	jhw 007	1	0
D019970	Cocaine-Related Disorders	nor-binaltorphimine	1	0
D019970	Cocaine-Related Disorders	sb 242084	1	0
D019970	Cocaine-Related Disorders	at-1012	1	0
D019970	Cocaine-Related Disorders	at-1001	1	0
D019970	Cocaine-Related Disorders	sbe-beta-cd	1	0
D019970	Cocaine-Related Disorders	pioglitazone	1	0
D019970	Cocaine-Related Disorders	nepicastat	1	1
D019970	Cocaine-Related Disorders	7-nitroindazole	1	0
D019970	Cocaine-Related Disorders	am251	1	0
D019970	Cocaine-Related Disorders	naloxone	1	0
D019970	Cocaine-Related Disorders	veh	1	0
D019970	Cocaine-Related Disorders	clavulanic acid	2	1
D019970	Cocaine-Related Disorders	phendimetrazine	1	0
D019970	Cocaine-Related Disorders	phenylmethylamine	1	0
D019970	Cocaine-Related Disorders	atorvastatin	1	0
D019970	Cocaine-Related Disorders	cp376395	1	0
D019970	Cocaine-Related Disorders	ro5166017	2	0
D019970	Cocaine-Related Disorders	ro5263397	1	0
D019970	Cocaine-Related Disorders	pd325901	1	0
D019970	Cocaine-Related Disorders	muscimol	1	0
D019970	Cocaine-Related Disorders	risperidone	1	1
D019970	Cocaine-Related Disorders	gbx	1	0
D019970	Cocaine-Related Disorders	amd3100	1	0
D019970	Cocaine-Related Disorders	ifenprodil	1	0
D019970	Cocaine-Related Disorders	sti-571	2	0
D019970	Cocaine-Related Disorders	cp-101,606	1	0
D019970	Cocaine-Related Disorders	fasudil	2	0
D019970	Cocaine-Related Disorders	jwh-133	1	0
D019970	Cocaine-Related Disorders	dexamethasone	1	0
D019970	Cocaine-Related Disorders	telenzepine	1	0
D019970	Cocaine-Related Disorders	trihexyphenidyl	1	0
D019970	Cocaine-Related Disorders	aq-ra 741	1	0
D019970	Cocaine-Related Disorders	scopolamine	1	0
D019970	Cocaine-Related Disorders	methoctramine	1	0
D019970	Cocaine-Related Disorders	tropicamide	1	0
D019970	Cocaine-Related Disorders	ampicillin/sulbactam	1	0
D019970	Cocaine-Related Disorders	tempol	1	0
D019970	Cocaine-Related Disorders	tc-2153	1	0
D019970	Cocaine-Related Disorders	latrunculin a	1	0
D019970	Cocaine-Related Disorders	cp 376,395	1	0
D019970	Cocaine-Related Disorders	rtiox-276	1	0
D019970	Cocaine-Related Disorders	34	1	0
D019970	Cocaine-Related Disorders	1	1	0
D019970	Cocaine-Related Disorders	46	1	0
