nctid	nct_title	nct_link	status
NCT02536664	Non-Interventional Study to Examine Rituximab Treatment in Follicular Lymphoma Participants	https://clinicaltrials.gov/study/NCT02536664	COMPLETED
NCT02536742	Palbociclib in Molecularly Characterized ER-positive/HER2-negative Metastatic Breast Cancer	https://clinicaltrials.gov/study/NCT02536742	COMPLETED
NCT02536976	Mirabegron in Parkinson Disease and Impaired Cognition	https://clinicaltrials.gov/study/NCT02536976	COMPLETED
NCT02538510	Pembrolizumab and Vorinostat in Treating Patients With Recurrent Squamous Cell Head and Neck Cancer or Salivary Gland Cancer That Is Metastatic and/or Cannot Be Removed by Surgery	https://clinicaltrials.gov/study/NCT02538510	COMPLETED
NCT02539160	Impact of Chronic Kidney Disease on the Effects of Ticagrelor in Patients With Diabetes and Coronary Artery Disease	https://clinicaltrials.gov/study/NCT02539160	COMPLETED
NCT02539368	Post-Marketing Use Of CT-P13 (Infliximab) For Standard Of Care Treatment Of Inflammatory Bowel Disease	https://clinicaltrials.gov/study/NCT02539368	COMPLETED
NCT02539823	Acute and Short-term Effects of CBD on Cue-induced Craving in Drug-abstinent Heroin-dependent Humans	https://clinicaltrials.gov/study/NCT02539823	COMPLETED
NCT02540954	Efficacy and Safety of Two Different Aflibercept Regimens in Subjects With Neovascular Age-related Macular Degeneration (nAMD)	https://clinicaltrials.gov/study/NCT02540954	COMPLETED
NCT02540993	Efficacy and Safety of Finerenone in Subjects With Type 2 Diabetes Mellitus and Diabetic Kidney Disease	https://clinicaltrials.gov/study/NCT02540993	COMPLETED
NCT02542410	Dopamine Receptor Agonist Therapy for Pain Relief in Women Suffering From Endometriosis: A Pilot Study	https://clinicaltrials.gov/study/NCT02542410	COMPLETED
NCT02543346	Comparability and Standardization of Controlled Allergen Challenge Facilities	https://clinicaltrials.gov/study/NCT02543346	COMPLETED
NCT02543944	Improving Treatment Outcomes for Prescription Opioid Dependence	https://clinicaltrials.gov/study/NCT02543944	COMPLETED
NCT02544217	A Dose-escalating Clinical Trial With KH176	https://clinicaltrials.gov/study/NCT02544217	COMPLETED
NCT02544607	Ketamine for Depression: An MRI Study	https://clinicaltrials.gov/study/NCT02544607	COMPLETED
NCT02545049	Efficacy and Safety of Finerenone in Subjects With Type 2 Diabetes Mellitus and the Clinical Diagnosis of Diabetic Kidney Disease	https://clinicaltrials.gov/study/NCT02545049	COMPLETED
NCT02545075	A Comparative Study in Chinese Subjects With Chemotherapy Naïve Stage IV Melanoma Receiving Ipilimumab (3 mg/kg) vs. Dacarbazine	https://clinicaltrials.gov/study/NCT02545075	COMPLETED
NCT02545933	Vorapaxar in Patients With Prior Myocardial Infarction Treated With Prasugrel and Ticagrelor	https://clinicaltrials.gov/study/NCT02545933	COMPLETED
NCT02546323	A phase3 Study Measuring the Effect of Rosuvastatin 20 mg on Carotid Intima-Media Thickness in Chinese Subjects With Subclinical Atherosclerosis	https://clinicaltrials.gov/study/NCT02546323	COMPLETED
NCT02546375	A Study To Describe The Real World Use Of Bosutinib In The UK And Netherlands	https://clinicaltrials.gov/study/NCT02546375	COMPLETED
NCT02546674	Study Assessing Deep Molecular Response in Adult Patients With CML in Chronic Phase Treated With Nilotinib Firstline.	https://clinicaltrials.gov/study/NCT02546674	COMPLETED
NCT02547454	An Observational Study to Evaluate the Effectiveness of Mircera Treatment for Renal Anemia in Pre-dialysis Participants With Chronic Kideny Disease (CKD)	https://clinicaltrials.gov/study/NCT02547454	COMPLETED
NCT02547623	Study to Evaluate the Safety for the Treatment of Inflammation Associated With Cataract Surgery	https://clinicaltrials.gov/study/NCT02547623	COMPLETED
NCT02547662	Pomalidomide, Ixazomib Citrate, and Dexamethasone in Treating Patients With Previously Treated Multiple Myeloma or Plasma Cell Leukemia	https://clinicaltrials.gov/study/NCT02547662	COMPLETED
NCT02548650	Vorapaxar as an Add-On Antiplatelet Therapy in Patients With and Without Diabetes Mellitus	https://clinicaltrials.gov/study/NCT02548650	COMPLETED
NCT02549209	Pembro/Carbo/Taxol in Endometrial Cancer	https://clinicaltrials.gov/study/NCT02549209	COMPLETED
NCT02550288	A Clinical Trial to Assess the Efficacy and Safety of MK-0653C in Japanese Participants With Hypercholesterolemia (MK-0653C-383)	https://clinicaltrials.gov/study/NCT02550288	COMPLETED
NCT02550652	A Study to Evaluate the Safety and Efficacy of Obinutuzumab Compared With Placebo in Participants With Lupus Nephritis (LN)	https://clinicaltrials.gov/study/NCT02550652	COMPLETED
NCT02551094	Colchicine Cardiovascular Outcomes Trial (COLCOT)	https://clinicaltrials.gov/study/NCT02551094	COMPLETED
NCT02551159	Phase III Open Label Study of MEDI 4736 With/Without Tremelimumab Versus Standard of Care (SOC) in Recurrent/Metastatic Head and Neck Cancer	https://clinicaltrials.gov/study/NCT02551159	COMPLETED
NCT02551874	A 24-week Open-Label, Phase 3b Trial With a 28-week Extension to Evaluate the Efficacy and Safety of Saxagliptin Co-administered With Dapagliflozin Compared to Insulin Glargine in Subjects withType 2 Diabetes Who Have Glycemic Control on Metformin	https://clinicaltrials.gov/study/NCT02551874	COMPLETED
NCT02551991	Study of Nanoliposomal Irinotecan (Nal-IRI)-Containing Regimens Versus Nab-paclitaxel Plus Gemcitabine in Patients With Previously Untreated, Metastatic Pancreatic Adenocarcinoma	https://clinicaltrials.gov/study/NCT02551991	COMPLETED
NCT02552303	The Treatment of Insomnia Comorbid With Sleep Disordered Breathing Using Armodafinil and/or Cognitive Behavioral Therapy for Insomnia	https://clinicaltrials.gov/study/NCT02552303	COMPLETED
NCT02554253	The Impact of Ketamine on Postoperative Cognitive Dysfunction, Delirium, and Renal Dysfunction	https://clinicaltrials.gov/study/NCT02554253	COMPLETED
NCT02554318	Fermented Soybean Supplementation Among Active Pulmonary Tuberculosis Patients With Standard Therapy in Indonesia	https://clinicaltrials.gov/study/NCT02554318	COMPLETED
NCT02554903	Clinical Study to Assess the Efficacy and Safety of Macitentan in Patients With Pulmonary Hypertension After Left Ventricular Assist Device Implantation	https://clinicaltrials.gov/study/NCT02554903	COMPLETED
NCT02555215	Extension Study of BG00012 in Pediatric Subjects With Relapsing Remitting Multiple Sclerosis (RRMS)	https://clinicaltrials.gov/study/NCT02555215	COMPLETED
NCT02555878	A Study to Evaluate the Efficacy and Safety of Rivaroxaban Venous Thromboembolism (VTE) Prophylaxis in Ambulatory Cancer Participants	https://clinicaltrials.gov/study/NCT02555878	COMPLETED
NCT02556918	Sitagliptin for Hyperglycemia in Patients With T2DM Undergoing Cardiac Surgery	https://clinicaltrials.gov/study/NCT02556918	COMPLETED
NCT02556931	Shorter Course Tacro After NMA, Related Donor PBSCT With High-dose Posttransplant Cy for Hard-to-Engraft Malignancies	https://clinicaltrials.gov/study/NCT02556931	COMPLETED
NCT02557035	An Efficacy and Safety Study of Intravenous Palonosetron Administered as an Infusion and as a Bolus for the Prevention of Nausea and Vomiting	https://clinicaltrials.gov/study/NCT02557035	COMPLETED
NCT02557100	Study to Assess Changes in the Immune Profile in Adults With Early Rheumatoid Arthritis	https://clinicaltrials.gov/study/NCT02557100	COMPLETED
NCT02557672	PCC vs. FFP for Post Cardiopulmonary Bypass Coagulopathy and Bleeding	https://clinicaltrials.gov/study/NCT02557672	COMPLETED
NCT02558010	Perioperative Methadone Use to Decrease Opioid Requirement in Pediatric Spinal Fusion Patients	https://clinicaltrials.gov/study/NCT02558010	COMPLETED
NCT02558231	The Efficacy and Safety of Initial Triple Versus Initial Dual Oral Combination Therapy in Patients With Newly Diagnosed Pulmonary Arterial Hypertension	https://clinicaltrials.gov/study/NCT02558231	COMPLETED
NCT02559180	Treatment of Diabetic Macular Edema With Aflibercept in Subjects Previously Treated With Ranibizumab or Bevacizumab	https://clinicaltrials.gov/study/NCT02559180	COMPLETED
NCT02559206	Trial of Linaclotide in Patients With Irritable Bowel Syndrome With Constipation (IBS-C)	https://clinicaltrials.gov/study/NCT02559206	COMPLETED
NCT02559414	Antiplatelet Therapy in HIV	https://clinicaltrials.gov/study/NCT02559414	COMPLETED
NCT02559713	Postmarketing Vedolizumab Milk-Only Lactation Study in Lactating Women With Active Ulcerative Colitis or Crohn's Disease	https://clinicaltrials.gov/study/NCT02559713	COMPLETED
NCT02560025	Phase II Trial of Alisertib With Induction Chemotherapy in High-risk AML	https://clinicaltrials.gov/study/NCT02560025	COMPLETED
NCT02560558	Bela 8 Week Dosing	https://clinicaltrials.gov/study/NCT02560558	COMPLETED
NCT02560753	Feasibility Study in Subjects With Mild to Moderate Alzheimer's Disease	https://clinicaltrials.gov/study/NCT02560753	COMPLETED
NCT02560779	Trial of TRC105 and Sorafenib in Patients With HCC	https://clinicaltrials.gov/study/NCT02560779	COMPLETED
NCT02561000	Safety of PZ-128 in Subjects Undergoing Non-Emergent Percutaneous Coronary Intervention	https://clinicaltrials.gov/study/NCT02561000	COMPLETED
NCT02561130	Remission Evaluation of a Metabolic Intervention in Type 2 Diabetes With Forxiga	https://clinicaltrials.gov/study/NCT02561130	COMPLETED
NCT02561338	A Multi-center 12-week Study of HMS5552 in T2DM	https://clinicaltrials.gov/study/NCT02561338	COMPLETED
NCT02561455	Rollover Study for Subjects Who Have Participated in an Astellas Sponsored ASP2215 Trial	https://clinicaltrials.gov/study/NCT02561455	COMPLETED
NCT02561481	Sulforaphane Treatment of Children With Autism Spectrum Disorder (ASD)	https://clinicaltrials.gov/study/NCT02561481	COMPLETED
NCT02562521	A Smoking Cessation Intervention for Yale Dining Employees	https://clinicaltrials.gov/study/NCT02562521	COMPLETED
NCT02563002	Study of Pembrolizumab (MK-3475) vs Standard Therapy in Participants With Microsatellite Instability-High (MSI-H) or Mismatch Repair Deficient (dMMR) Stage IV Colorectal Carcinoma (MK-3475-177/KEYNOTE-177)	https://clinicaltrials.gov/study/NCT02563002	COMPLETED
NCT02563548	A Study of PEGylated Recombinant Human Hyaluronidase (PEGPH20) With Pembrolizumab in Participants With Selected Hyaluronan High Solid Tumors	https://clinicaltrials.gov/study/NCT02563548	COMPLETED
NCT02563769	Clavulanic Acid (CLAV) and Cocaine Interaction Safety Study	https://clinicaltrials.gov/study/NCT02563769	COMPLETED
NCT02563834	A Novel Positron Emission Tomography (PET) Approach to Measuring Myocardial Metabolism	https://clinicaltrials.gov/study/NCT02563834	COMPLETED
NCT02563860	Pharmacological Treatment of Rett Syndrome With Statins	https://clinicaltrials.gov/study/NCT02563860	COMPLETED
NCT02564211	Ipragliflozin Add-on Long-term Study in Japanese Participants With Type 2 Diabetes Mellitus on Sitagliptin (MK-0431J-849)	https://clinicaltrials.gov/study/NCT02564211	COMPLETED
NCT02564718	Rivaroxaban for Treatment in Venous or Arterial Thrombosis in Neonates	https://clinicaltrials.gov/study/NCT02564718	COMPLETED
NCT02564744	Study to Evaluate the Efficacy and Tolerability of Debio 1562 in Combination With Rituximab in Participants With Relapsed and/or Refractory DLBCL and Other Forms of NHL	https://clinicaltrials.gov/study/NCT02564744	COMPLETED
NCT02564926	Foxiga Korea Local Phase 4 Study	https://clinicaltrials.gov/study/NCT02564926	COMPLETED
NCT02564952	An Open-label Extension Study to Investigate Possible Drug-drug Interactions Between Clobazam and Cannabidiol	https://clinicaltrials.gov/study/NCT02564952	COMPLETED
NCT02564978	Evaluation of Oral Minocycline in the Treatment of Geographic Atrophy Associated With Age-Related Macular Degeneration	https://clinicaltrials.gov/study/NCT02564978	COMPLETED
NCT02565108	A Randomized Controlled Trial to Investigate Possible Drug-drug Interactions Between Clobazam and Cannabidiol	https://clinicaltrials.gov/study/NCT02565108	COMPLETED
NCT02565186	An Open-label, Long-term, Safety Study of Lasmiditan for the Acute Treatment of Migraine	https://clinicaltrials.gov/study/NCT02565186	COMPLETED
NCT02566031	A Randomized, Multicenter, Open-label, Parallel-group, 12-week Study to Assess the Efficacy and Safety of Switching From Tiotropium to QVA149 (Indacaterol Maleate/Glycopyrronium Bromide) in Symptomatic Mild to Moderate COPD Patients	https://clinicaltrials.gov/study/NCT02566031	COMPLETED
NCT02566902	Comparison of Breath-Enhanced and T-Piece Nebulizers in Children With Acute Asthma	https://clinicaltrials.gov/study/NCT02566902	COMPLETED
NCT02566993	Clinical Trial of Lurbinectedin (PM01183)/Doxorubicin Versus CAV or Topotecan as Treatment in Patients With Small-Cell Lung Cancer	https://clinicaltrials.gov/study/NCT02566993	COMPLETED
NCT02567799	BIO 300 Non-Small Cell Lung Cancer Study	https://clinicaltrials.gov/study/NCT02567799	COMPLETED
NCT02567968	A Study to Determine if Caffeine Accelerates Emergence From Anesthesia	https://clinicaltrials.gov/study/NCT02567968	COMPLETED
NCT02569710	A Study to Evaluate the Safety, Pharmacokinetics and Efficacy of the Combination of AL-335, Odalasvir, and Simeprevir	https://clinicaltrials.gov/study/NCT02569710	COMPLETED
NCT02569723	Oxaliplatin Microdosing Assay in Predicting Exposure and Sensitivity to Oxaliplatin-Based Chemotherapy	https://clinicaltrials.gov/study/NCT02569723	COMPLETED
NCT02569996	A Study of Long-Term Rituximab (MabThera) Maintenance Therapy in Participants With Advanced Follicular Lymphoma	https://clinicaltrials.gov/study/NCT02569996	COMPLETED
NCT02570022	Liposomal Bupivacaine in Total Shoulder Arthroplasty	https://clinicaltrials.gov/study/NCT02570022	COMPLETED
NCT02572167	A Study of Brentuximab Vedotin Combined With Nivolumab for Relapsed or Refractory Hodgkin Lymphoma	https://clinicaltrials.gov/study/NCT02572167	COMPLETED
NCT02573012	Study to Compare the Efficacy of Tocilizumab With or Without Glucocorticoid Discontinuation in Rheumatoid Arthritis Participants	https://clinicaltrials.gov/study/NCT02573012	COMPLETED
NCT02573324	A Study of ABT-414 in Participants With Newly Diagnosed Glioblastoma (GBM) With Epidermal Growth Factor Receptor (EGFR) Amplification	https://clinicaltrials.gov/study/NCT02573324	COMPLETED
NCT02573350	A Trial to Evaluate Safety, Tolerability, and Efficacy of Orally Administered OPC-67683	https://clinicaltrials.gov/study/NCT02573350	COMPLETED
NCT02573493	Nab-Paclitaxel and Cisplatin or Nab-paclitaxel as Induction Therapy for Locally Advanced Squamous Cell Carcinoma of the Head and Neck (HNSCC)	https://clinicaltrials.gov/study/NCT02573493	COMPLETED
NCT02573870	Batefenterol/Fluticasone Furoate in Treatment of Chronic Obstructive Pulmonary Disease	https://clinicaltrials.gov/study/NCT02573870	COMPLETED
NCT02574078	A Study of Nivolumab in Advanced Non-Small Cell Lung Cancer (NSCLC)	https://clinicaltrials.gov/study/NCT02574078	COMPLETED
NCT02574286	Study of the Effect of Velaglucerase Alfa (VPRIV®) on Bone-related Pathology in Treatment-naïve Participants With Type 1 Gaucher Disease	https://clinicaltrials.gov/study/NCT02574286	COMPLETED
NCT02574455	Trial of Sacituzumab Govitecan in Participants With Refractory/Relapsed Metastatic Triple-Negative Breast Cancer (TNBC)	https://clinicaltrials.gov/study/NCT02574455	COMPLETED
NCT02574598	MK-3475 in Combination With Docetaxel vs Docetaxel Alone in Non-Small Cell Lung Cancer Patients	https://clinicaltrials.gov/study/NCT02574598	COMPLETED
NCT02576249	Corticosteroid/Ropivacaine Versus Corticosteroid/Saline Injections for Knee Osteoarthritis	https://clinicaltrials.gov/study/NCT02576249	COMPLETED
NCT02576509	An Investigational Immuno-therapy Study of Nivolumab Compared to Sorafenib as a First Treatment in Patients With Advanced Hepatocellular Carcinoma	https://clinicaltrials.gov/study/NCT02576509	COMPLETED
NCT02576678	A Study of Safety, Tolerability and Pharmacokinetics of Apremilast (CC-10004) in Pediatric Subjects With Moderate to Severe Plaque Psoriasis	https://clinicaltrials.gov/study/NCT02576678	COMPLETED
NCT02577003	Double-blind Ipragliflozin Add-on Study in Japanese Participants With Type 2 Diabetes Mellitus Who Have Inadequate Glycemic Control on Sitagliptin (MK-0431J-843)	https://clinicaltrials.gov/study/NCT02577003	COMPLETED
NCT02577016	Double-blind Sitagliptin Add-on Study in Japanese Participants With Type 2 Diabetes Mellitus Who Have Inadequate Glycemic Control on Ipragliflozin (MK-0431J-842)	https://clinicaltrials.gov/study/NCT02577016	COMPLETED
NCT02577107	Head to Head Study of Anti-VEGF Treatment.	https://clinicaltrials.gov/study/NCT02577107	COMPLETED
NCT02578680	Study of Pemetrexed+Platinum Chemotherapy With or Without Pembrolizumab (MK-3475) in Participants With First Line Metastatic Nonsquamous Non-small Cell Lung Cancer (MK-3475-189/KEYNOTE-189)	https://clinicaltrials.gov/study/NCT02578680	COMPLETED
NCT02579603	Safety, Tolerability and PK of Nintedanib in Combination With Pirfenidone in IPF	https://clinicaltrials.gov/study/NCT02579603	COMPLETED
NCT02579772	Effects of N-acetylcysteine on Cardiorespiratory Control in COPD Patients With Mild-to-moderate Airflow Obstruction	https://clinicaltrials.gov/study/NCT02579772	COMPLETED
NCT02579928	Ketamine Infusion for Adolescent Depression and Anxiety	https://clinicaltrials.gov/study/NCT02579928	COMPLETED
NCT02580058	A Study Of Avelumab Alone Or In Combination With Pegylated Liposomal Doxorubicin Versus Pegylated Liposomal Doxorubicin Alone In Patients With Platinum Resistant/Refractory Ovarian Cancer (JAVELIN Ovarian 200)	https://clinicaltrials.gov/study/NCT02580058	COMPLETED
NCT02580188	The Effect of Deep Neuromuscular Block on Surgical Condition During Laparoscopic Colorectal Surgery	https://clinicaltrials.gov/study/NCT02580188	COMPLETED
NCT02580240	Initiation of Hydrocortisone for the Treatment of Septic Shock	https://clinicaltrials.gov/study/NCT02580240	COMPLETED
NCT02580305	SUVN-502 With Donepezil and Memantine for the Treatment of Moderate Alzheimer's Disease- Phase 2a Study	https://clinicaltrials.gov/study/NCT02580305	COMPLETED
NCT02580591	Empagliflozin as Adjunctive to Insulin Therapy Over 26 Weeks in Patients With T1DM (EASE-3)	https://clinicaltrials.gov/study/NCT02580591	COMPLETED
NCT02581007	Reduced Intensity Conditioning Transplant Using Haploidentical Donors	https://clinicaltrials.gov/study/NCT02581007	COMPLETED
NCT02581189	Effectiveness of Paritaprevir/r - Ombitasvir, ± Dasabuvir, ± Ribavirin in Patients With Chronic Hepatitis C in Canada	https://clinicaltrials.gov/study/NCT02581189	COMPLETED
NCT02581215	Phase II Randomized Trial of mFOLFIRINOX +/- Ramucirumab in Advanced Pancreatic Cancer	https://clinicaltrials.gov/study/NCT02581215	COMPLETED
NCT02581891	"Managing Neovascular (Known as ""Wet"") Age-related Macular Degeneration Over 2 Years Using Different Treatment Schedules of 2 mg Intravitreal Aflibercept Injected in the Eye"	https://clinicaltrials.gov/study/NCT02581891	COMPLETED
NCT02581982	Paclitaxel and Pembrolizumab in Treating Patients With Refractory Metastatic Urothelial Cancer	https://clinicaltrials.gov/study/NCT02581982	COMPLETED
NCT02582632	A Study to Evaluate Ombitasvir/Paritaprevir/Ritonavir and Dasabuvir in Treatment-Naïve Hepatitis C Virus Genotype 1b-Infected Adults	https://clinicaltrials.gov/study/NCT02582632	COMPLETED
NCT02582671	The Effectiveness of ABT-450/r - Ombitasvir, ± Dasabuvir, ± Ribavirin in Patients With Chronic Hepatitis C -An Observational Study in Ireland	https://clinicaltrials.gov/study/NCT02582671	COMPLETED
NCT02582814	The Safety and Efficacy of Dapagliflozin Therapy in Combination With Insulin in Japanese Subjects With T1DM	https://clinicaltrials.gov/study/NCT02582814	COMPLETED
NCT02582840	The PK and PD of Dapagliflozin Therapy in Combination With Insulin in Japanese Subjects With T1DM	https://clinicaltrials.gov/study/NCT02582840	COMPLETED
NCT02582866	A Clinical Study to Investigate the Long-term Use of Lacosamide as Monotherapy in Subjects Who Completed Study SP0994	https://clinicaltrials.gov/study/NCT02582866	COMPLETED
NCT02582905	Clinical Medication Development for Bipolar Disorder and Alcohol Use Disorders	https://clinicaltrials.gov/study/NCT02582905	COMPLETED
NCT02582970	A Study of Bevacizumab (Avastin) in Combination With Chemotherapy in Participants With Metastatic Cancer of the Colon or Rectum	https://clinicaltrials.gov/study/NCT02582970	COMPLETED
NCT02582983	A Study of Enfuvirtide (Fuzeon) in Participants With Advanced Human Immunodeficiency Virus (HIV) Infection	https://clinicaltrials.gov/study/NCT02582983	COMPLETED
NCT02583048	Evaluating the Safety, Tolerability, and Pharmacokinetics of Bedaquiline and Delamanid, Alone and in Combination, For Drug-Resistant Pulmonary Tuberculosis	https://clinicaltrials.gov/study/NCT02583048	COMPLETED
NCT02583399	Safety and Pharmacokinetic Study of Intravenous Ibuprofen in Pediatric Patients	https://clinicaltrials.gov/study/NCT02583399	COMPLETED
NCT02584309	Doxorubicin With Upfront Dexrazoxane for the Treatment of Advanced or Metastatic Soft Tissue Sarcoma	https://clinicaltrials.gov/study/NCT02584309	COMPLETED
NCT02584504	Efficacy and Safety of Alirocumab in Patients With Hypercholesterolemia Not Adequately Controlled With Non-statin Lipid Modifying Therapy or the Lowest Strength of Statin	https://clinicaltrials.gov/study/NCT02584504	COMPLETED
NCT02584660	A Study of Rivaroxaban for Early Discharge of Low Risk Pulmonary Embolism From the Emergency Department	https://clinicaltrials.gov/study/NCT02584660	COMPLETED
NCT02585258	The Glucocorticoid Low-dose Outcome in RheumatoId Arthritis Study	https://clinicaltrials.gov/study/NCT02585258	COMPLETED
NCT02585713	Apixaban or Dalteparin in Reducing Blood Clots in Patients With Cancer Related Venous Thromboembolism	https://clinicaltrials.gov/study/NCT02585713	COMPLETED
NCT02585843	Mineralocorticoid Receptor Antagonists (MRA) in Heart Failure (HF) and Loop Diuretic Resistance	https://clinicaltrials.gov/study/NCT02585843	COMPLETED
NCT02586025	Study in Participants With Early-Stage or Locally Advanced Human Epidermal Growth Factor Receptor (HER) 2-Positive Breast Cancer to Evaluate Treatment With Trastuzumab Plus (+) Pertuzumab + Docetaxel Compared With Trastuzumab + Placebo + Docetaxel	https://clinicaltrials.gov/study/NCT02586025	COMPLETED
NCT02586155	Effect of RVX000222 on Time to Major Adverse Cardiovascular Events in High-Risk T2DM Subjects With CAD	https://clinicaltrials.gov/study/NCT02586155	COMPLETED
NCT02586675	TEEL Study- Phase 1 Tamoxifen and Ribociclib (LEE011) in Advanced ER+ (HER2 Negative) Breast Cancer	https://clinicaltrials.gov/study/NCT02586675	COMPLETED
NCT02587143	Ethyl Chloride Vapocoolant as Anesthesia for Arterial Punctures	https://clinicaltrials.gov/study/NCT02587143	COMPLETED
NCT02588339	Panobinostat (LBH589): Acute Graft Versus Host Disease (aGVHD) Prevention	https://clinicaltrials.gov/study/NCT02588339	COMPLETED
NCT02588612	Letetresgene Autoleucel Engineered T Cells in NY-ESO -1 Positive Advanced Non-Small Cell Lung Cancer (NSCLC)	https://clinicaltrials.gov/study/NCT02588612	COMPLETED
NCT02589405	Benzac 5% Gel in Combination With Cosmetic Products in Acne Vulgaris	https://clinicaltrials.gov/study/NCT02589405	COMPLETED
NCT02589600	Zoledronic Acid for Osteoporotic Fracture Prevention (ZEST II)	https://clinicaltrials.gov/study/NCT02589600	COMPLETED
NCT02589626	Long-term Safety and Efficacy of Empagliflozin as Add on to GLP-1 RA	https://clinicaltrials.gov/study/NCT02589626	COMPLETED
NCT02589639	Efficacy and Safety Study of Empagliflozin as add-on to Insulin in Japanese Patients With Type 2 Diabetes Mellitus	https://clinicaltrials.gov/study/NCT02589639	COMPLETED
NCT02590432	An Open-Label, Long-term Study to Assess the Immunogenicity of LINZESS® (Linaclotide) Administered Orally to Adult Participants With Irritable Bowel Syndrome With Constipation or Chronic Idiopathic Constipation	https://clinicaltrials.gov/study/NCT02590432	COMPLETED
NCT02591615	Optimal Sequencing of Pembrolizumab (MK-3475) and Standard Platinum-based Chemotherapy in First-Line NSCLC	https://clinicaltrials.gov/study/NCT02591615	COMPLETED
NCT02592421	SGLT2 Inhibition and Stimulation of Endogenous Glucose Production: Protocol 2	https://clinicaltrials.gov/study/NCT02592421	COMPLETED
NCT02592798	Pilot Study to Evaluate the Safety and Efficacy of Abatacept in Adults and Children 6 Years and Older With Excessive Loss of Protein in the Urine Due to Either Focal Segmental Glomerulosclerosis (FSGS) or Minimal Change Disease (MCD)	https://clinicaltrials.gov/study/NCT02592798	COMPLETED
NCT02593123	Adoptive Immunotherapy in Relapsed Hematological Malignancy: Early GVHD Prophylaxis	https://clinicaltrials.gov/study/NCT02593123	COMPLETED
NCT02594124	A Study for Participants With Spinal Muscular Atrophy (SMA) Who Previously Participated in Nusinersen (ISIS 396443) Investigational Studies	https://clinicaltrials.gov/study/NCT02594124	COMPLETED
NCT02594644	The Use of Microneedles to Expedite Treatment Time in Photodynamic Therapy	https://clinicaltrials.gov/study/NCT02594644	COMPLETED
NCT02595372	Inhibiting Fatty Acid Synthase to Improve Efficacy of Neoadjuvant Chemotherapy	https://clinicaltrials.gov/study/NCT02595372	COMPLETED
NCT02595450	A Non-interventional Trial of Erlotinib (Tarceva) Metastatic Non-small Cell Lung Cancer	https://clinicaltrials.gov/study/NCT02595450	COMPLETED
NCT02595866	Testing the Addition of an Experimental Medication MK-3475 (Pembrolizumab) to Usual Anti-Retroviral Medications in Patients With HIV and Cancer	https://clinicaltrials.gov/study/NCT02595866	COMPLETED
NCT02597049	A Study of Dulaglutide (LY2189265) in Participants With Type 2 Diabetes Mellitus	https://clinicaltrials.gov/study/NCT02597049	COMPLETED
NCT02597062	High-Dose Weekly Carfilzomib Plus Cyclophosphamide and Dexamethasone in the Treatment of Relapsed Multiple Myeloma	https://clinicaltrials.gov/study/NCT02597062	COMPLETED
NCT02597101	Anti-Inflammatory Small Drug Adjunctive Therapy for Type 2 Diabetes	https://clinicaltrials.gov/study/NCT02597101	COMPLETED
NCT02597933	A Trial to Compare Nintedanib With Placebo for Patients With Scleroderma Related Lung Fibrosis	https://clinicaltrials.gov/study/NCT02597933	COMPLETED
NCT02597946	Afatinib in NSCLC With HER2 Mutation	https://clinicaltrials.gov/study/NCT02597946	COMPLETED
NCT02598193	Safety and Tolerability Study of Pirfenidone in Combination With Nintedanib in Participants With Idiopathic Pulmonary Fibrosis (IPF)	https://clinicaltrials.gov/study/NCT02598193	COMPLETED
NCT02599402	Nivolumab Combined With Ipilimumab Followed by Nivolumab Monotherapy as First-Line Treatment for Patients With Advanced Melanoma	https://clinicaltrials.gov/study/NCT02599402	COMPLETED
NCT02600507	Clinical Trial Evaluating ITI-007 as an Adjunctive Therapy to Lithium or Valproate for the Treatment of Bipolar Depression	https://clinicaltrials.gov/study/NCT02600507	COMPLETED
NCT02600715	Reduction of Bladder Injection Pain With Belladonna Opiate Suppository	https://clinicaltrials.gov/study/NCT02600715	COMPLETED
NCT02601014	Biomarker-Driven Therapy With Nivolumab and Ipilimumab in Treating Patients With Metastatic Hormone-Resistant Prostate Cancer Expressing AR-V7	https://clinicaltrials.gov/study/NCT02601014	COMPLETED
NCT02601573	Elbasvir/Grazoprevir (EBR/GZR) and Sofosbuvir (SOF) With and Without Ribavirin (RBV) in Cirrhotic Subjects With Chronic Hepatitis C Virus (HCV) Genotype 3 (GT3) Infection (MK-5172-083)	https://clinicaltrials.gov/study/NCT02601573	COMPLETED
NCT02601937	EZH2 Inhibitor Tazemetostat in Pediatric Subjects With Relapsed or Refractory INI1-Negative Tumors or Synovial Sarcoma	https://clinicaltrials.gov/study/NCT02601937	COMPLETED
NCT02601950	A Study of Tazemetostat in Adult Participants With Soft Tissue Sarcoma	https://clinicaltrials.gov/study/NCT02601950	COMPLETED
NCT02601976	Evaluation of Unipeg® for Response and Ongoing Safety in Pakistani Population	https://clinicaltrials.gov/study/NCT02601976	COMPLETED
NCT02602288	Babies Living Safe and Smokefree	https://clinicaltrials.gov/study/NCT02602288	COMPLETED
NCT02603952	A Phase 2a to Evaluate the Safety of MEDI8852 in Adults With Uncomplicated Influenza	https://clinicaltrials.gov/study/NCT02603952	COMPLETED
NCT02604173	Altitude Sickness Prevention and Efficacy of Comparative Treatments	https://clinicaltrials.gov/study/NCT02604173	COMPLETED
